-3.043540624	-3.157307121	1.08846278	2.288643618	1.35980513	-1.064822523	0.325574266	-0.067793653	-0.270952836	-0.838586565	-0.414575448	-0.50314086	0.676501545	-1.692028933	2.000634839	0.666779696	0.599717414	1.725321007	0.28334483	2.102338793	0.661695925	0.435477209	1.375965743	-0.293803153	0.279798032	-0.145361715	-0.252773123	0.035764225	529	1
-2.303349568	1.75924746	-0.359744743	2.330243051	-0.821628328	-0.075787571	0.562319782	-0.399146578	-0.238253368	-1.525411627	2.032912158	-6.560124295	0.022937323	-1.470101536	-0.698826069	-2.282193829	-4.781830856	-2.615664945	-1.334441067	-0.430021867	-0.294166318	-0.932391057	0.172726296	-0.087329538	-0.156114265	-0.542627889	0.039565989	-0.153028797	239.93	1
-4.397974442	1.358367028	-2.592844218	2.679786967	-1.128130942	-1.706536388	-3.496197293	-0.248777743	-0.247767899	-4.801637406	4.895844223	-10.91281932	0.184371686	-6.771096725	-0.007326183	-7.358083221	-12.59841854	-5.131548628	0.308333946	-0.171607879	0.573574068	0.176967718	-0.436206884	-0.053501865	0.252405262	-0.657487755	-0.827135715	0.84957338	59	1
1.234235046	3.019740421	-4.304596885	4.73279513	3.624200831	-1.357745663	1.713444988	-0.496358487	-1.28285782	-2.447469255	2.101343865	-4.609628391	1.464377625	-6.079337193	-0.339237373	2.581850954	6.739384385	3.042493178	-2.721853122	0.009060836	-0.379068307	-0.704181032	-0.656804756	-1.632652957	1.488901448	0.566797273	-0.010016223	0.146792735	1	1
0.008430365	4.137836835	-6.240696572	6.675732163	0.768307025	-3.353059548	-1.631734673	0.154612448	-2.795892464	-6.18789063	5.664394709	-9.854484823	-0.306166658	-10.69119621	-0.638498193	-2.041973791	-1.129055877	0.116452521	-1.934665739	0.488378221	0.36451421	-0.608057134	-0.539527942	0.128939983	1.48848121	0.507962678	0.735821636	0.513573741	1	1
0.026779226	4.132463897	-6.560599968	6.348556673	1.329665669	-2.513478848	-1.6891022	0.303252801	-3.139409057	-6.045467798	6.754625448	-8.948178579	0.702724998	-10.7338541	-1.379519857	-1.638960115	-1.746350136	0.776744098	-1.327356635	0.587743219	0.370508651	-0.576752473	-0.669605372	-0.75990753	1.60505555	0.540675396	0.737040382	0.496699108	1	1
0.329594333	3.712889295	-5.775935108	6.078265506	1.667359013	-2.420168414	-0.812891249	0.133080118	-2.214311312	-5.134454471	4.560720106	-8.873748362	-0.7974836	-9.17716637	-0.257024775	-0.87168849	1.313013629	0.773913873	-2.370599451	0.269772776	0.156617169	-0.652450441	-0.551572219	-0.716521635	1.415716615	0.55526474	0.530507389	0.404474055	1	1
0.316459	3.809075947	-5.615159011	6.047445102	1.554025957	-2.651353112	-0.746579273	0.055586311	-2.678678542	-4.959492912	6.439053352	-7.520117393	0.386351667	-9.252307247	-1.365188415	-0.502362191	0.784426598	1.494304607	-1.808012159	0.388307428	0.208828369	-0.511746619	-0.583813221	-0.219845029	1.474752584	0.491191926	0.518868285	0.402528068	1	1
-1.783228837	3.402793713	-3.822742266	2.625368153	-1.976415411	-2.731689012	-3.430559149	1.413203514	-0.776941495	-6.199881763	4.366713486	-8.243262434	0.345761165	-6.590550297	0.265576096	-3.028452388	-4.214486275	-1.213607848	-0.265421595	0.364089115	0.454031932	-0.577525824	0.045966538	0.461700018	0.044146161	0.305704434	0.530980986	0.243745598	1	1
0.857321004	4.093911827	-7.423893589	7.380244518	0.973366023	-2.730761517	-1.496497056	0.543015173	-2.351190159	-3.944238498	6.355077737	-7.309747984	0.748450551	-9.057992529	-0.648944909	-1.073116527	1.524500915	1.831363533	-0.089724411	0.48330265	0.375026285	0.145399853	0.240603265	-0.234649223	-1.004880947	0.435831916	0.618323805	0.148468944	1	1
